ID,LIMIT_BAL,PAY_0,PAY_2,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT4,default.payment.next.month
15508,270000,0,0,48465,45898,1737,2000,1461,0
15509,50000,-1,-1,1261,1261,1261,0,1261,0
15510,80000,0,0,70479,71900,3300,0,0,0
15511,160000,0,0,25003,23621,2000,5060,1500,0
15512,2.00E+05,-1,-1,75,3707,3707,697,2769,0
15513,30000,2,2,19177,20054,1500,1500,0,1
15514,260000,0,0,170276,164617,6200,6000,5006,1
15515,520000,-1,-1,10000,10000,10000,10000,10000,0
15516,140000,-1,-1,13806,1003,1003,1170,1003,1
15517,20000,0,0,18351,17706,1304,1429,346,1
15518,50000,2,2,20186,15773,2700,103,0,1
15519,50000,0,0,8673,10957,5011,10000,6000,0
15520,170000,0,0,191865,186841,7080,8271,2700,0
15521,180000,0,0,45469,39368,5000,2000,1943,0
15522,360000,-2,-2,0,0,0,1300,0,0
15523,220000,1,2,4949,4724,0,2000,600,0
15524,5.00E+05,0,0,107595,109605,5000,5571,5000,0
15525,80000,0,0,79673,79353,7100,2600,1904,0
15526,150000,0,0,154432,106396,4000,7041,3116,0
15527,140000,-1,-1,292,396,500,792,0,1
15528,190000,0,0,146224,149289,5500,6000,6000,0
15529,2.00E+05,0,0,270160,275565,11000,12003,15000,0
15530,260000,0,0,93767,80944,3014,3017,43000,0
15531,210000,0,0,137825,140883,5346,7056,5885,0
15532,240000,2,2,7123,6848,836,836,0,1
15533,140000,1,-2,0,0,0,0,0,1
15534,2.00E+05,-2,-2,7468,5023,5048,621,3114,0
15535,2.00E+05,0,0,27784,33877,10000,10000,5000,0
15536,5.00E+05,-1,-1,1296,0,0,0,0,0
15537,50000,2,2,31476,30676,0,3400,2700,1
15538,130000,1,-2,-470,-470,0,0,47766,0
15539,230000,0,0,100074,107085,9000,10000,3405,0
15540,260000,-2,-2,916,2615,2615,1586,730,0
15541,260000,0,0,57963,262696,247562,9000,6576,0
15542,160000,-2,-2,750,370,400,0,0,0
15543,250000,1,2,65087,62216,0,2000,1265,1
15544,180000,1,-2,0,0,0,0,0,0
15545,20000,2,0,12720,13451,1250,1554,1500,1
15546,270000,2,0,160069,156346,6000,7000,5000,1
15547,280000,-1,-1,3587,3187,3200,3203,3608,0
15548,30000,0,0,7038,8052,1291,2392,199,0
15549,450000,-2,-2,8012,4009,4021,5241,3284,1
15550,360000,0,0,21936,35331,14000,5000,5000,0
15551,20000,2,2,18458,17334,1450,0,1370,0
15552,2.00E+05,-1,-1,316,316,316,316,316,1
15553,5.00E+05,0,0,16347,20496,17029,8014,7012,0
15554,2.00E+05,-2,-2,-6028,10177,20405,10426,4575,0
15555,450000,0,0,28499,13119,1214,3109,45338,0
15556,20000,2,2,3254,2522,2000,0,0,1
15557,5.00E+05,0,-1,9894,1500,1500,14148,0,0
15558,260000,0,0,102350,96133,4033,4000,14066,0
15559,60000,2,2,46389,49808,4200,0,8900,1
15560,10000,0,0,8487,9003,2008,0,4555,0
15561,240000,0,0,133272,133373,6000,9583,10000,0
15562,480000,0,0,377420,389573,20000,20000,15000,0
15563,520000,0,0,98615,102085,5102,3800,3822,0
15564,20000,2,0,20745,21431,1373,1386,570,1
15565,180000,0,0,3060,1854,1000,2500,1000,0
15566,290000,-1,-1,172,1930,1930,0,200,0
15567,50000,0,0,43530,43344,2000,4000,2000,1
15568,5.00E+05,0,0,297309,290425,10322,13500,30000,0
15569,1.00E+05,0,0,95600,87442,15037,5003,8000,0
15570,3.00E+05,-1,-1,20938,21064,21169,26171,18238,0
15571,130000,2,2,62177,60580,0,5900,0,0
15572,5.00E+05,-1,-1,2112,6000,6031,2509,2010,0
15573,220000,-1,-1,757,757,757,3257,757,0
15574,260000,0,0,261326,264126,9166,9001,19155,0
15575,50000,0,0,40197,41240,2044,2000,2388,1
15576,110000,0,0,51716,113395,65668,4267,0,1
15577,350000,-2,-2,27506,4213,4213,1529,363,0
15578,180000,-1,-1,1294,1294,1294,1466,2324,0
15579,120000,0,0,118506,118930,4500,9000,5000,0
15580,460000,-1,-1,326,827,831,290,101,1
15581,250000,2,2,29860,29086,0,5000,3000,1
15582,50000,-1,0,60524,61627,2200,2297,1086,0
15583,350000,0,0,257463,256706,10023,7700,5025,0
15584,20000,0,0,16049,19967,4519,0,683,1
15585,290000,-2,-2,4040,5438,5457,3131,2698,0
15586,5.00E+05,2,2,70144,74850,6500,3400,3000,1
15587,240000,0,0,224041,238077,18800,12000,20019,0
15588,50000,0,0,45840,47595,8000,8080,10000,0
15589,180000,0,0,62782,66114,5000,5000,5000,0
15590,5.00E+05,-1,-1,30561,38207,38219,18008,11484,0
15591,110000,0,0,110950,69564,2500,2500,1800,0
15592,5.00E+05,-2,-2,-12,1270,1282,4338,2576,0
15593,30000,0,0,29557,30091,1427,2973,1100,0
15594,6.00E+05,2,2,458652,467150,17000,0,16000,1
15595,80000,0,0,49246,53315,5000,3300,0,0
15596,270000,0,0,15194,16934,2000,2000,1000,0
15597,30000,0,0,32758,33720,1521,1580,895,0
15598,20000,1,2,9498,9202,0,2000,0,1
15599,20000,2,0,19175,19889,1575,1400,643,0
15600,90000,2,0,48900,37039,2000,4000,0,1
15601,160000,-1,-1,1443,1443,1443,1443,1443,0
15602,90000,0,0,87727,89402,3160,3688,1665,0
15603,60000,1,-1,0,948,948,0,0,1
15604,20000,-1,-1,12509,0,0,0,13398,0
15605,120000,-1,-1,827,827,827,827,1654,0
15606,20000,0,0,19667,15,0,0,19700,0
15607,130000,0,0,120208,111999,5500,5700,4500,1
15608,90000,0,0,18525,14242,10105,16776,0,0
15609,430000,-2,-2,389,389,390,390,1469,0
15610,360000,-2,-2,0,0,0,12063,0,0
15611,10000,0,0,9791,7052,1275,2500,0,0
15612,210000,-1,-1,648,34601,39637,1371,11197,0
15613,120000,-2,-2,757,757,757,1549,757,0
15614,120000,0,0,121038,121211,4700,4400,4600,0
15615,1.00E+05,2,2,92162,93769,3800,3420,1800,0
15616,60000,2,0,5669,6328,2000,3000,0,1
15617,20000,-2,-2,0,0,0,0,16321,0
15618,2.00E+05,-2,-2,0,0,0,0,0,0
15619,90000,0,-1,3268,6745,6745,1131,4,1
15620,220000,0,0,53342,56022,5000,5806,23054,0
15621,180000,0,0,22523,20831,2045,1000,0,0
15622,320000,0,0,77052,65457,3000,3000,2100,0
15623,280000,-1,-1,7545,2549,2709,3284,8,0
15624,130000,-1,-1,396,792,792,0,0,0
15625,280000,1,-1,0,230,230,0,0,1
15626,50000,0,0,86750,42968,4000,4013,5000,0
15627,2.00E+05,-1,2,10111,2900,0,0,0,0
15628,320000,-2,-2,2722,11040,11040,9422,1200,0
15629,90000,-1,2,2330,1073,0,2323,1073,0
15630,180000,2,-1,314,8000,8000,0,0,0
15631,140000,0,0,62244,55125,2000,2200,1300,0
15632,330000,0,0,43943,41738,5019,1952,814,0
15633,90000,1,-1,0,840,840,420,1140,1
15634,180000,0,0,53490,54552,1952,2627,2072,0
15635,2.00E+05,-2,-2,5625,12125,12125,13416,13880,0
15636,270000,-1,0,2974,3562,1071,2000,116681,0
15637,60000,0,0,51275,41950,2000,1718,2000,0
15638,80000,0,0,24986,23000,2000,1000,0,0
15639,250000,2,-1,1381,1381,1381,7014,36022,1
15640,270000,2,0,276339,264141,11000,12000,8700,0
15641,170000,0,0,15442,16869,2000,5020,3000,0
15642,250000,0,0,253627,239250,10153,11000,190071,0
15643,360000,-1,-1,994,0,0,27566,12495,0
15644,310000,0,0,86769,87842,2800,3021,1000,0
15645,2.00E+05,1,-1,0,21801,21801,42745,16632,0
15646,130000,1,-2,0,0,0,0,0,0
15647,310000,0,0,52439,44350,2042,1562,1139,0
15648,2.00E+05,0,0,19252,10000,1000,0,0,0
15649,190000,0,0,187777,189420,8300,8900,6699,0
15650,210000,-1,-1,26656,2641,2641,0,0,0
15651,1.00E+05,-1,0,5788,5802,1600,14562,5958,0
15652,90000,1,2,90880,87502,0,7300,3265,0
15653,290000,0,0,268498,272517,10000,12000,7000,0
15654,2.00E+05,-1,-1,8050,0,0,1560,0,0
15655,120000,-1,-1,326,326,326,326,239,0
15656,130000,0,0,41200,42532,2019,4900,1000,1
15657,150000,0,0,38985,36466,10107,20000,10000,0
15658,220000,-2,-2,14298,100606,101405,11202,10860,0
15659,2.00E+05,0,0,97645,99894,3952,4500,148192,0
15660,120000,-2,-2,3140,448,448,0,0,0
15661,2.00E+05,1,-1,-1,297,298,0,0,0
15662,1.00E+05,-1,-1,1594,4612,4612,2099,2086,0
15663,130000,0,0,109464,106613,3835,5433,6938,0
15664,10000,1,2,9193,7653,0,1201,171,1
15665,150000,0,0,135260,144927,12000,7007,3000,0
15666,60000,0,0,29243,31093,3032,1454,324,0
15667,130000,1,2,133019,133178,6000,6000,5000,0
15668,50000,0,0,45192,9920,5000,31991,1200,0
15669,410000,0,-1,7189,15646,16090,16076,17974,0
15670,210000,-2,-2,0,0,0,1865,0,0
15671,140000,-1,-1,1288,-4925,0,143200,2352,0
15672,80000,2,0,28175,57433,30000,5000,3000,1
15673,30000,1,2,10916,11940,1500,0,0,1
15674,2.00E+05,-1,2,760,380,0,760,380,0
15675,550000,1,2,17516,1600,0,94,704,0
15676,80000,1,-2,-1461,-1461,0,3,0,1
15677,50000,0,0,49357,49983,2100,2000,2000,0
15678,30000,1,2,24599,23397,1700,0,900,0
15679,1.00E+05,-1,0,2724,46286,45000,2300,0,0
15680,70000,0,0,2219,0,0,0,0,0
15681,220000,-1,-1,13596,34661,34661,11000,3322,0
15682,30000,1,-1,0,1170,1170,0,9494,1
15683,250000,-2,-2,22303,51749,51762,186398,6620,0
15684,20000,1,2,18953,14043,18,1600,1500,0
15685,210000,0,0,118905,118620,5000,4000,2000,0
15686,360000,1,-2,0,0,0,0,0,0
15687,170000,0,0,23070,186183,164000,7000,3500,0
15688,10000,0,0,9363,9990,1000,0,400,0
15689,280000,0,0,31272,40688,10000,1.00E+05,6000,1
15690,30000,0,0,4921,3810,1500,2000,400,1
15691,20000,0,0,15110,16548,2000,1500,2000,0
15692,10000,0,0,6376,7386,1121,1316,450,1
15693,80000,0,0,350,-40,0,500,0,0
15694,360000,0,0,109997,205119,1.00E+05,8270,6753,0
15695,250000,1,-2,-160,-550,0,1390,0,0
15696,170000,-1,-1,2754,2754,2754,2754,2754,0
15697,80000,0,0,73983,75454,3300,4100,0,1
15698,130000,0,0,39251,40772,2500,3200,500,0
15699,260000,0,0,32324,24103,1503,2260,170039,0
15700,20000,1,4,21676,21054,0,0,1000,0
15701,4.00E+05,2,2,187698,190103,7000,10000,0,1
15702,220000,-1,-1,586,-64,0,1006,1003,0
15703,180000,0,0,172511,177587,8008,6528,5000,0
15704,10000,0,0,9893,8694,1125,1146,492,0
15705,5.00E+05,-1,-1,17362,16666,16666,16666,33923,0
15706,50000,0,0,47816,49694,3000,3000,3000,0
15707,180000,-2,-2,15315,0,0,0,500,0
15708,370000,1,2,3633,1746,0,3677,1746,0
15709,360000,0,0,68438,71287,4000,3009,3500,0
15710,230000,0,0,33842,35273,2000,2000,2500,0
15711,270000,1,-1,0,278,278,608,315,0
15712,150000,-2,-2,5819,805,809,0,2199,0
15713,170000,-2,-2,0,0,0,0,0,0
15714,10000,-2,-2,3311,7244,7244,4000,9263,0
15715,210000,-1,-1,8417,15271,15271,12831,9958,0
15716,270000,-2,-2,10648,0,0,3119,225616,0
15717,50000,0,0,15735,15681,1500,3100,1500,0
15718,250000,-1,-1,6461,8117,8117,2200,8650,0
15719,50000,2,0,50481,48264,3183,1565,795,1
15720,280000,0,0,202260,102097,4000,4000,3000,0
15721,210000,-1,-1,5811,0,0,0,1243,0
15722,360000,1,-1,0,709,709,0,0,0
15723,250000,0,0,254933,244433,8754,10866,2212,0
15724,170000,0,0,69072,153837,100467,50269,0,0
15725,140000,0,0,137611,135905,6010,12500,5000,0
15726,30000,0,0,28409,28530,2000,2000,1765,0
15727,20000,2,0,14414,15424,1554,1578,1435,1
15728,50000,0,0,50784,50670,2300,2000,41803,0
15729,50000,0,0,36809,33121,5143,5000,0,0
15730,60000,0,0,60330,60382,2500,2501,1000,1
15731,170000,-1,-1,316,316,316,316,316,0
15732,220000,-1,-1,2358,156,156,0,0,0
15733,50000,1,2,27369,6425,0,1050,0,0
15734,20000,0,0,19242,15014,1500,1535,1000,0
15735,20000,0,0,19520,16247,1623,1262,2180,0
15736,50000,1,2,49310,48210,0,2310,400,1
15737,160000,0,0,146643,151342,6645,4844,3961,0
15738,4.00E+05,-1,-1,20030,3497,3513,6742,9030,0
15739,140000,0,0,134936,137328,6700,6704,4155,0
15740,80000,-1,-1,993,1528,1528,1499,0,0
15741,140000,2,2,137582,145941,12100,0,6000,0
15742,340000,0,0,307650,0,0,0,495,0
15743,70000,0,0,7053,9761,3000,45000,2000,0
15744,130000,-2,-2,0,365,365,894,1385,0
15745,30000,1,2,41867,38195,0,2145,1000,1
15746,90000,0,0,23362,23255,9025,3539,650,0
15747,30000,1,2,28108,27228,0,1500,942,0
15748,1.00E+05,1,2,96491,94043,0,5000,2113,0
15749,20000,1,2,15988,16219,794,1674,1100,0
15750,30000,-1,-1,736,1472,1472,0,736,0
15751,90000,0,0,60374,57829,3000,2600,0,0
15752,20000,2,0,17476,18807,2000,1500,624,1
15753,30000,3,2,200,200,0,0,29847,0
15754,80000,0,-1,6518,65145,65145,2386,2000,0
15755,2.00E+05,0,0,7930,5790,1343,5033,5497,0
15756,60000,0,0,60465,60100,3000,2148,3000,0
15757,60000,0,0,60434,60935,2141,3085,0,0
15758,80000,2,2,79026,81521,4400,4001,0,1
15759,20000,2,0,14033,14993,1500,1800,0,1
15760,130000,2,2,29929,27812,3412,1700,15571,0
15761,20000,2,0,6655,9711,3200,2900,0,1
15762,50000,0,-1,1980,269,269,710,45171,0
15763,60000,2,2,58032,61026,4800,0,1500,1
15764,1.00E+05,2,2,90680,93267,5000,4300,3700,0
15765,70000,0,0,5633,6646,1114,1133,1000,0
15766,30000,3,2,9340,10533,1500,0,1502,1
15767,10000,1,3,6251,6498,500,500,242,0
15768,10000,0,0,5403,6462,1300,1272,800,0
15769,50000,0,0,35158,34364,1544,1861,1324,1
15770,30000,-2,-2,0,0,0,0,0,0
15771,30000,0,0,26581,27080,1500,1445,1000,1
15772,1.00E+05,0,0,54938,55621,1985,2664,6700,0
15773,30000,2,2,31073,30279,0,1500,1300,1
15774,90000,0,0,15985,11413,4000,55000,2500,0
15775,140000,2,2,50643,51916,2400,2400,0,1
15776,50000,0,0,25207,25435,1000,0,0,0
15777,70000,0,0,64927,58840,2177,5000,0,0
15778,10000,1,2,8599,9695,1400,1000,0,1
15779,20000,2,3,12764,12267,0,1500,1259,1
15780,1.00E+05,-1,-1,12566,2421,3061,1390,50,0
15781,130000,0,0,116186,111703,5500,4500,6011,0
15782,130000,0,0,12163,21895,10095,7005,2511,0
15783,80000,0,0,77894,79427,2850,2874,1600,0
15784,50000,0,0,48409,39572,1605,1603,0,0
15785,50000,2,2,50668,46576,0,2120,1000,1
15786,150000,0,-1,1473,1473,1473,3323,2571,0
15787,50000,0,0,40901,37962,1600,6207,2200,0
15788,70000,0,0,105338,100820,3600,3990,2300,0
15789,30000,2,2,30372,30954,1805,2074,2304,1
15790,390000,0,0,21382,19133,4000,5000,10000,0
15791,80000,0,0,36808,38190,2000,2000,1784,0
15792,70000,0,0,41614,43610,3000,4000,4500,0
15793,30000,0,0,10550,11670,1300,2000,1000,1
15794,60000,0,0,45995,44955,2400,1700,1000,0
15795,20000,0,0,13506,14772,1500,2000,506,0
15796,70000,0,0,73939,70488,3000,2000,1200,1
15797,2.00E+05,0,0,195520,195884,7080,8000,8500,0
15798,50000,0,0,48227,48273,2000,2520,1000,0
15799,50000,1,2,52180,51009,0,2080,657,0
15800,20000,0,0,13858,15121,1500,1600,0,0
15801,50000,1,2,34443,33590,0,1600,1400,0
15802,90000,0,0,35411,17417,10000,14790,5249,0
15803,1.00E+05,2,0,177646,94299,7900,4500,3500,0
15804,70000,0,0,61094,62483,3000,3000,3000,0
15805,90000,0,0,87711,80699,3248,2991,0,0
15806,30000,0,0,27552,30686,3605,2,1093,0
15807,1.00E+05,0,0,81152,81912,3000,2700,2433,0
15808,280000,0,0,196909,176261,6285,5897,7747,0
15809,1.00E+05,1,2,101080,87572,0,7690,2800,0
15810,140000,0,0,62204,65280,7028,6000,5000,0
15811,10000,2,0,6100,7274,1281,2603,1000,1
15812,50000,0,0,48198,45579,2195,1978,341,0
15813,120000,0,0,2750,-650,0,0,4186,0
15814,20000,0,0,10489,8652,1222,1200,780,1
15815,30000,-1,-1,390,780,780,0,0,0
15816,130000,1,-2,0,0,0,0,0,0
15817,150000,-2,-2,5200,1689,1689,0,2278,0
15818,180000,0,0,114556,116155,5000,6000,5000,0
15819,4.00E+05,0,0,74465,68544,3600,2200,1500,0
15820,3.00E+05,1,-2,-2,-2,874,876,0,0
15821,30000,2,0,23575,24584,1400,1700,557,0
15822,130000,-2,-2,0,0,0,734,390,0
15823,20000,0,0,15271,16707,2000,4500,671,1
15824,50000,2,0,50151,48945,1724,1819,31057,0
15825,80000,1,2,4073,3863,0,4500,0,0
15826,20000,0,0,16932,17938,1596,1456,160,0
15827,50000,2,2,48407,47760,2100,0,0,1
15828,80000,0,0,80919,77264,3000,3700,3000,0
15829,340000,-1,-1,4617,13054,13054,15449,4373,0
15830,30000,0,0,29083,27227,1500,1938,505,0
15831,120000,0,0,57449,38254,1743,1640,95,0
15832,50000,1,2,4040,3800,0,0,0,1
15833,50000,0,0,33944,29194,1513,2000,1000,0
15834,5.00E+05,0,-1,27250,20000,20000,19501,0,0
15835,360000,2,2,2500,0,0,0,0,1
15836,60000,1,-1,0,3187,3366,0,0,0
15837,50000,0,0,50686,49525,1779,3001,1045,0
15838,130000,0,-1,15700,250,250,7671,65000,0
15839,360000,0,0,58653,56329,5886,4054,15096,0
15840,160000,1,2,156506,157177,7000,6000,6000,0
15841,360000,-2,-2,5146,15381,15381,0,0,0
15842,210000,-2,-2,2316,2316,2316,2836,1446,0
15843,230000,2,0,183197,185399,6724,18150,7500,1
15844,70000,2,2,34263,37375,4000,0,2000,1
15845,50000,0,-1,2126,1513,1513,1246,3018,0
15846,80000,-1,-1,2177,1677,2000,5860,0,0
15847,1.00E+05,0,-1,1734,6645,6649,2704,4,1
15848,2.00E+05,0,0,197142,198367,9197,3700,2114,0
15849,70000,0,0,68462,69205,3100,3160,2500,0
15850,110000,0,0,109474,110723,11602,4238,11190,0
15851,50000,1,2,51943,50800,0,4156,4100,1
15852,50000,1,2,43810,44184,1500,1300,2200,0
15853,70000,0,0,25105,27867,3500,1000,2000,0
15854,60000,3,2,56670,57252,2100,0,0,1
15855,130000,0,0,76885,79106,3500,4000,3146,0
15856,150000,2,2,114074,116313,5600,5700,9200,1
15857,30000,0,0,17845,20615,3384,0,0,0
15858,2.00E+05,0,0,12557,11443,1084,1024,2608,0
15859,50000,0,0,48712,98492,2128,2477,769,0
15860,260000,1,-1,0,18488,18488,17276,9219,0
15861,360000,-1,0,8805,10768,5001,6688,394,0
15862,30000,2,2,13519,16493,3211,0,575,1
15863,1.00E+05,0,0,73742,75216,2700,8000,3000,1
15864,80000,0,0,52533,56340,5120,2600,2200,0
15865,30000,0,0,27030,23830,2379,1500,3722,0
15866,4.00E+05,-1,-1,1026,8968,9066,1608,1001,0
15867,240000,-1,2,3126,3126,626,626,776,0
15868,110000,2,2,124206,124679,4000,5000,0,1
15869,220000,0,0,57739,42144,2000,1000,5520,0
15870,2.00E+05,0,0,105051,99648,32000,60000,4300,0
15871,360000,0,0,264971,257086,9043,8847,10000,0
15872,30000,2,2,19334,20218,1500,0,1000,0
15873,110000,0,0,107649,82139,3500,3899,1800,0
15874,80000,0,0,33947,37339,4000,2500,3000,0
15875,50000,0,0,13517,14536,1550,1700,900,0
15876,1.00E+05,1,2,74001,72222,0,3400,3000,1
15877,50000,0,0,26871,19785,1500,1500,1500,0
15878,350000,-2,-2,0,0,0,0,0,1
15879,80000,0,0,63900,65343,3000,2470,1516,1
15880,90000,0,0,45343,31228,2967,2007,1092,0
15881,120000,0,0,110994,29177,1471,1506,1138,0
15882,50000,0,0,3624,4487,1100,1600,0,0
15883,50000,0,0,19455,13675,1500,1500,600,0
15884,90000,0,0,10648,10951,1500,1529,800,0
15885,70000,0,0,32486,33640,2000,2500,5090,0
15886,10000,3,2,10243,9920,0,1281,448,0
15887,130000,-1,-1,867,1110,1200,1170,0,0
15888,360000,0,0,130640,120058,4500,4100,3000,0
15889,80000,0,0,63706,66613,5660,4688,5200,0
15890,70000,0,0,47938,49638,2500,2464,0,0
15891,30000,2,2,29188,25908,0,1441,165,1
15892,80000,0,0,68250,68817,3000,3500,2503,0
15893,80000,-2,-2,1138,800,804,179,0,0
15894,150000,0,0,110018,47600,2400,1619,800,0
15895,260000,0,0,193000,149410,5072,4439,3020,0
15896,20000,0,0,14757,16196,2000,2200,900,0
15897,20000,0,0,7561,8576,1144,1189,268,1
15898,2.00E+05,1,2,18354,9000,0,9306,9000,0
15899,110000,-1,4,96343,93959,0,0,1500,1
15900,160000,-1,-1,2990,8619,8619,1000,2820,0
15901,20000,0,0,17191,18594,2000,1500,0,0
15902,110000,0,0,63376,67293,5000,1317,6508,0
15903,2.00E+05,-1,-1,182967,194924,15349,10,0,1
15904,50000,2,0,48259,48740,1726,1500,936,1
15905,340000,0,0,257884,254863,13000,2000,3490,0
15906,220000,-2,-2,6391,2383,2402,1503,20828,0
15907,180000,0,0,148860,135814,6500,7000,4700,0
15908,110000,3,2,109655,98133,3500,3515,3014,0
15909,50000,0,0,49330,49547,2150,2100,1289,0
15910,50000,1,3,40527,42066,2500,0,3200,0
15911,240000,0,0,17486,16262,5005,3000,18,0
15912,2.00E+05,-2,-2,56555,0,0,0,16405,0
15913,90000,0,0,91116,89047,3500,4000,1974,0
15914,20000,0,0,3138,4090,1030,1000,1000,1
15915,3.00E+05,-2,-2,0,0,0,0,0,1
15916,290000,-1,-1,4479,8025,15499,0,0,0
15917,20000,0,0,18354,16419,1225,1015,0,1
15918,2.00E+05,0,0,101431,102604,5000,30000,4002,0
15919,130000,0,0,128319,131825,6300,4800,4700,0
15920,10000,2,0,6694,7546,1124,1207,177,0
15921,210000,0,0,74235,74108,4000,5000,2540,0
15922,130000,0,0,115303,113502,4157,4168,3223,0
15923,80000,2,2,82074,79440,0,4300,1000,1
15924,410000,0,0,54326,23223,5000,15014,10006,0
15925,60000,0,0,37549,40603,4000,0,0,1
15926,30000,-2,-2,0,0,0,0,0,0
15927,320000,0,0,101121,86781,5800,9805,3704,0
15928,80000,-1,-1,8592,4000,4000,6881,3000,0
15929,210000,0,0,189307,194602,8438,10000,84890,0
15930,60000,2,2,20524,21584,1700,1500,1000,1
15931,310000,-2,-2,13158,1062,1062,8805,0,0
15932,130000,-2,-1,51734,77751,77817,79000,103001,0
15933,60000,0,0,58117,53986,2400,2050,1200,0
15934,30000,0,0,25167,25299,1414,1415,200,0
15935,150000,-1,-1,1344,1041,1041,2021,10650,0
15936,30000,2,2,28766,27183,0,3600,2800,1
15937,130000,0,0,49363,47432,5026,5000,858,0
15938,50000,1,2,18253,20539,2900,700,2970,0
15939,170000,0,0,80848,83678,8000,2000,1000,0
15940,30000,1,3,27807,27078,0,0,2332,1
15941,250000,-1,-1,860,860,860,860,440,0
15942,110000,3,2,108087,103307,0,5100,3003,0
15943,160000,0,0,14023,14224,1450,101505,3700,0
15944,340000,0,0,63201,68466,8100,0,5000,0
15945,1.00E+05,0,0,102505,101554,3830,4100,3186,0
15946,230000,0,0,64992,56763,2500,2500,2000,0
15947,2.00E+05,-2,-2,0,0,0,0,0,0
15948,30000,3,2,2400,2400,0,0,0,1
15949,120000,0,0,110612,114323,5555,5847,4445,0
15950,120000,0,0,67087,66665,2400,3040,2500,0
15951,50000,1,3,50701,49147,0,507,1000,1
15952,20000,0,0,5556,3684,1028,1032,72,0
15953,5.00E+05,0,0,98618,73464,25464,43095,9065,0
15954,1.00E+05,1,-2,0,-740,0,2220,740,0
15955,50000,2,2,21534,22283,1400,0,1000,1
15956,210000,0,0,7264,8816,2000,2500,1000,0
15957,50000,0,0,50425,51400,2400,0,0,0
15958,2.00E+05,2,2,128649,131059,6000,4600,4800,1
15959,150000,-1,-1,1745,3384,3384,1555,60092,0
15960,50000,2,0,62643,59851,2151,10000,0,1
15961,3.00E+05,0,0,217329,206703,8000,20219,6500,0
15962,120000,-1,-1,316,316,316,316,632,0
15963,190000,0,0,187972,188542,8197,8400,6046,0
15964,70000,0,0,68445,67371,3001,3052,2617,0
15965,50000,2,2,78874,74268,4725,1400,1545,1
15966,50000,0,0,31426,23712,1655,1675,2610,0
15967,80000,0,0,82391,80977,2925,12265,1737,0
15968,30000,0,0,25952,26657,1440,1750,764,1
15969,140000,0,0,41814,43616,2500,2100,6000,0
15970,20000,1,2,18769,21349,3186,0,0,1
15971,30000,0,0,6061,3656,1007,0,0,1
15972,260000,0,0,148803,137561,5100,5300,3600,0
15973,30000,0,0,25265,26529,2000,4000,2400,1
15974,50000,1,2,49487,48282,0,2000,1500,1
15975,50000,0,0,16053,16024,2000,10000,1000,0
15976,60000,1,2,10722,10254,0,5000,0,1
15977,50000,1,2,18704,18106,0,2000,1000,1
15978,80000,0,0,72704,70907,3133,2132,2000,0
15979,80000,0,0,79958,81662,3452,4066,4630,1
15980,1.00E+05,0,0,49328,44045,2038,1994,1205,0
15981,30000,1,2,28361,27227,0,3313,299,0
15982,30000,0,0,23705,24709,1386,1422,0,0
15983,30000,0,0,9847,10857,1181,1201,1284,0
15984,50000,2,4,13815,13307,0,3,0,1
15985,240000,0,0,234312,231407,9454,10128,6500,1
15986,30000,1,-2,0,0,0,0,0,0
15987,240000,0,0,15750,12891,1005,0,0,0
15988,50000,2,2,28947,30072,1900,1600,1300,1
15989,70000,0,0,7531,8545,1145,1188,36000,1
15990,80000,0,0,72561,62691,2300,2809,1708,0
15991,120000,0,0,98546,100675,5600,6800,0,0
15992,1.00E+05,0,0,32200,37211,5884,0,1300,0
15993,50000,0,0,49644,0,0,0,0,0
15994,320000,-1,-1,42442,3336,3336,7210,24641,0
15995,220000,0,0,215979,210475,7800,9639,7162,0
15996,140000,0,0,87713,88906,5000,5000,5000,0
